Month,Place,Hour,Day,Crowd_level
July,Library,12,9,Medium
July,Cafeteria,12,9,Low
July,Lab,12,9,High
July,Fee Counter,12,9,Low
July,Bank,12,9,Low
July,Admission Cell,12,9,High
July,Library,13,9,Low
July,Cafeteria,13,9,Low
July,Lab,13,9,High
July,Fee Counter,13,9,Low
July,Bank,13,9,Low
July,Admission Cell,13,9,High
July,Library,14,9,Low
July,Cafeteria,14,9,Low
July,Lab,14,9,High
July,Fee Counter,14,9,Low
July,Bank,14,9,Low
July,Admission Cell,14,9,High
July,Library,15,9,Low
July,Cafeteria,15,9,Low
July,Lab,15,9,High
July,Fee Counter,15,9,Low
July,Bank,15,9,Low
July,Admission Cell,15,9,High
July,Library,16,9,Low
July,Cafeteria,16,9,Low
July,Lab,16,9,High
July,Fee Counter,16,9,Low
July,Bank,16,9,Low
July,Admission Cell,16,9,High
July,Library,17,9,Low
July,Cafeteria,17,9,Low
July,Lab,17,9,High
July,Fee Counter,17,9,Low
July,Bank,17,9,Low
July,Admission Cell,17,9,Low
July,Library,9,10,Low
July,Cafeteria,9,10,Low
July,Lab,9,10,High
July,Fee Counter,9,10,Low
July,Bank,9,10,Low
July,Admission Cell,9,10,Low
July,Library,10,10,Low
July,Cafeteria,10,10,Low
July,Lab,10,10,High
July,Fee Counter,10,10,Low
July,Bank,10,10,Low
July,Admission Cell,10,10,High
July,Library,11,10,Medium
July,Cafeteria,11,10,Low
July,Lab,11,10,High
July,Fee Counter,11,10,Low
July,Bank,11,10,Low
July,Admission Cell,11,10,High
July,Library,12,10,Medium
July,Cafeteria,12,10,Low
July,Lab,12,10,High
July,Fee Counter,12,10,Low
July,Bank,12,10,Low
July,Admission Cell,12,10,High
July,Library,13,10,Low
July,Cafeteria,13,10,Low
July,Lab,13,10,High
July,Fee Counter,13,10,Low
July,Bank,13,10,Low
July,Admission Cell,13,10,High
July,Library,14,10,Low
July,Cafeteria,14,10,Low
July,Lab,14,10,High
July,Fee Counter,14,10,Low
July,Bank,14,10,Low
July,Admission Cell,14,10,High
July,Library,15,10,Low
July,Cafeteria,15,10,Low
July,Lab,15,10,High
July,Fee Counter,15,10,Low
July,Bank,15,10,Low
July,Admission Cell,15,10,High
July,Library,16,10,Low
July,Cafeteria,16,10,Low
July,Lab,16,10,High
July,Fee Counter,16,10,Low
July,Bank,16,10,Low
July,Admission Cell,16,10,High
July,Library,17,10,Low
July,Cafeteria,17,10,Low
July,Lab,17,10,High
July,Fee Counter,17,10,Low
July,Bank,17,10,Low
July,Admission Cell,17,10,Low
July,Library,9,11,Low
July,Cafeteria,9,11,Low
July,Lab,9,11,High
July,Fee Counter,9,11,Low
July,Bank,9,11,Low
July,Admission Cell,9,11,Low
July,Library,10,11,Low
July,Cafeteria,10,11,Low
July,Lab,10,11,High
July,Fee Counter,10,11,Low
July,Bank,10,11,Low
July,Admission Cell,10,11,High
July,Library,11,11,Medium
July,Cafeteria,11,11,Low
July,Lab,11,11,High
July,Fee Counter,11,11,Low
July,Bank,11,11,Low
July,Admission Cell,11,11,High
July,Library,12,11,Medium
July,Cafeteria,12,11,Low
July,Lab,12,11,High
July,Fee Counter,12,11,Low
July,Bank,12,11,Low
July,Admission Cell,12,11,High
July,Library,13,11,Low
July,Cafeteria,13,11,Low
July,Lab,13,11,High
July,Fee Counter,13,11,Low
July,Bank,13,11,Low
July,Admission Cell,13,11,High
July,Library,14,11,Low
July,Cafeteria,14,11,Low
July,Lab,14,11,High
July,Fee Counter,14,11,Low
July,Bank,14,11,Low
July,Admission Cell,14,11,High
July,Library,15,11,Low
July,Cafeteria,15,11,Low
July,Lab,15,11,High
July,Fee Counter,15,11,Low
July,Bank,15,11,Low
July,Admission Cell,15,11,High
July,Library,16,11,Low
July,Cafeteria,16,11,Low
July,Lab,16,11,High
July,Fee Counter,16,11,Low
July,Bank,16,11,Low
July,Admission Cell,16,11,High
July,Library,17,11,Low
July,Cafeteria,17,11,Low
July,Lab,17,11,High
July,Fee Counter,17,11,Low
July,Bank,17,11,Low
July,Admission Cell,17,11,Low
July,Library,9,12,Low
July,Cafeteria,9,12,Low
July,Lab,9,12,High
July,Fee Counter,9,12,Low
July,Bank,9,12,Low
July,Admission Cell,9,12,Low
July,Library,10,12,Low
July,Cafeteria,10,12,Low
July,Lab,10,12,High
July,Fee Counter,10,12,Low
July,Bank,10,12,Low
July,Admission Cell,10,12,High
July,Library,11,12,Medium
July,Cafeteria,11,12,Low
July,Lab,11,12,High
July,Fee Counter,11,12,Low
July,Bank,11,12,Low
July,Admission Cell,11,12,High
July,Library,12,12,Medium
July,Cafeteria,12,12,Low
July,Lab,12,12,High
July,Fee Counter,12,12,Low
July,Bank,12,12,Low
July,Admission Cell,12,12,High
July,Library,13,12,Low
July,Cafeteria,13,12,Low
July,Lab,13,12,High
July,Fee Counter,13,12,Low
July,Bank,13,12,Low
July,Admission Cell,13,12,High
July,Library,14,12,Low
July,Cafeteria,14,12,Low
July,Lab,14,12,High
July,Fee Counter,14,12,Low
July,Bank,14,12,Low
July,Admission Cell,14,12,High
July,Library,15,12,Low
July,Cafeteria,15,12,Low
July,Lab,15,12,High
July,Fee Counter,15,12,Low
July,Bank,15,12,Low
July,Admission Cell,15,12,High
July,Library,16,12,Low
July,Cafeteria,16,12,Low
July,Lab,16,12,High
July,Fee Counter,16,12,Low
July,Bank,16,12,Low
July,Admission Cell,16,12,High
July,Library,17,12,Low
July,Cafeteria,17,12,Low
July,Lab,17,12,High
July,Fee Counter,17,12,Low
July,Bank,17,12,Low
July,Admission Cell,17,12,Low
July,Library,9,13,Low
July,Cafeteria,9,13,Low
July,Lab,9,13,High
July,Fee Counter,9,13,Low
July,Bank,9,13,Low
July,Admission Cell,9,13,Low
July,Library,10,13,Low
July,Cafeteria,10,13,Low
July,Lab,10,13,High
July,Fee Counter,10,13,Low
July,Bank,10,13,Low
July,Admission Cell,10,13,High
July,Library,11,13,Medium
July,Cafeteria,11,13,Low
July,Lab,11,13,High
July,Fee Counter,11,13,Low
July,Bank,11,13,Low
July,Admission Cell,11,13,High
July,Library,12,13,Medium
July,Cafeteria,12,13,Low
July,Lab,12,13,High
July,Fee Counter,12,13,Low
July,Bank,12,13,Low
July,Admission Cell,12,13,High
July,Library,13,13,Low
July,Cafeteria,13,13,Low
July,Lab,13,13,High
July,Fee Counter,13,13,Low
July,Bank,13,13,Low
July,Admission Cell,13,13,High
July,Library,14,13,Low
July,Cafeteria,14,13,Low
July,Lab,14,13,High
July,Fee Counter,14,13,Low
July,Bank,14,13,Low
July,Admission Cell,14,13,High
July,Library,15,13,Low
July,Cafeteria,15,13,Low
July,Lab,15,13,High
July,Fee Counter,15,13,Low
July,Bank,15,13,Low
July,Admission Cell,15,13,High
July,Library,16,13,Low
July,Cafeteria,16,13,Low
July,Lab,16,13,High
July,Fee Counter,16,13,Low
July,Bank,16,13,Low
July,Admission Cell,16,13,High
July,Library,17,13,Low
July,Cafeteria,17,13,Low
July,Lab,17,13,High
July,Fee Counter,17,13,Low
July,Bank,17,13,Low
July,Admission Cell,17,13,Low
July,Library,9,14,Low
July,Cafeteria,9,14,Low
July,Lab,9,14,High
July,Fee Counter,9,14,Low
July,Bank,9,14,Low
July,Admission Cell,9,14,Low
July,Library,10,14,Low
July,Cafeteria,10,14,Low
July,Lab,10,14,High
July,Fee Counter,10,14,Low
July,Bank,10,14,Low
July,Admission Cell,10,14,High
July,Library,11,14,Medium
July,Cafeteria,11,14,Low
July,Lab,11,14,High
July,Fee Counter,11,14,Low
July,Bank,11,14,Low
July,Admission Cell,11,14,High
July,Library,12,14,Medium
July,Cafeteria,12,14,Low
July,Lab,12,14,High
July,Fee Counter,12,14,Low
July,Bank,12,14,Low
July,Admission Cell,12,14,High
July,Library,13,14,Low
July,Cafeteria,13,14,Low
July,Lab,13,14,High
July,Fee Counter,13,14,Low
July,Bank,13,14,Low
July,Admission Cell,13,14,High
July,Library,14,14,Low
July,Cafeteria,14,14,Low
July,Lab,14,14,High
July,Fee Counter,14,14,Low
July,Bank,14,14,Low
July,Admission Cell,14,14,High
July,Library,15,14,Low
July,Cafeteria,15,14,Low
July,Lab,15,14,High
July,Fee Counter,15,14,Low
July,Bank,15,14,Low
July,Admission Cell,15,14,High
July,Library,16,14,Low
July,Cafeteria,16,14,Low
July,Lab,16,14,High
July,Fee Counter,16,14,Low
July,Bank,16,14,Low
July,Admission Cell,16,14,High
July,Library,17,14,Low
July,Cafeteria,17,14,Low
July,Lab,17,14,High
July,Fee Counter,17,14,Low
July,Bank,17,14,Low
July,Admission Cell,17,14,Low
July,Library,9,15,Low
July,Cafeteria,9,15,Low
July,Lab,9,15,High
July,Fee Counter,9,15,Low
July,Bank,9,15,Low
July,Admission Cell,9,15,Low
July,Library,10,15,Low
July,Cafeteria,10,15,Low
July,Lab,10,15,High
July,Fee Counter,10,15,Low
July,Bank,10,15,Low
July,Admission Cell,10,15,High
July,Library,11,15,Medium
July,Cafeteria,11,15,Low
July,Lab,11,15,High
July,Fee Counter,11,15,Low
July,Bank,11,15,Low
July,Admission Cell,11,15,High
July,Library,12,15,Medium
July,Cafeteria,12,15,Low
July,Lab,12,15,High
July,Fee Counter,12,15,Low
July,Bank,12,15,Low
July,Admission Cell,12,15,High
July,Library,13,15,Low
July,Cafeteria,13,15,Low
July,Lab,13,15,High
July,Fee Counter,13,15,Low
July,Bank,13,15,Low
July,Admission Cell,13,15,High
July,Library,14,15,Low
July,Cafeteria,14,15,Low
July,Lab,14,15,High
July,Fee Counter,14,15,Low
July,Bank,14,15,Low
July,Admission Cell,14,15,High
July,Library,15,15,Low
July,Cafeteria,15,15,Low
July,Lab,15,15,High
July,Fee Counter,15,15,Low
July,Bank,15,15,Low
July,Admission Cell,15,15,High
July,Library,16,15,Low
July,Cafeteria,16,15,Low
July,Lab,16,15,High
July,Fee Counter,16,15,Low
July,Bank,16,15,Low
July,Admission Cell,16,15,High
July,Library,17,15,Low
July,Cafeteria,17,15,Low
July,Lab,17,15,High
July,Fee Counter,17,15,Low
July,Bank,17,15,Low
July,Admission Cell,17,15,Low
July,Library,9,16,Low
July,Cafeteria,9,16,Low
July,Lab,9,16,High
July,Fee Counter,9,16,Low
July,Bank,9,16,Low
July,Admission Cell,9,16,Low
July,Library,10,16,Low
July,Cafeteria,10,16,Low
July,Lab,10,16,High
July,Fee Counter,10,16,Low
July,Bank,10,16,Low
July,Admission Cell,10,16,High
July,Library,11,16,Medium
July,Cafeteria,11,16,Low
July,Lab,11,16,High
July,Fee Counter,11,16,Low
July,Bank,11,16,Low
July,Admission Cell,11,16,High
July,Library,12,16,Medium
July,Cafeteria,12,16,Low
July,Lab,12,16,High
July,Fee Counter,12,16,Low
July,Bank,12,16,Low
July,Admission Cell,12,16,High
July,Library,13,16,Low
July,Cafeteria,13,16,Low
July,Lab,13,16,High
July,Fee Counter,13,16,Low
July,Bank,13,16,Low
July,Admission Cell,13,16,High
July,Library,14,16,Low
July,Cafeteria,14,16,Low
July,Lab,14,16,High
July,Fee Counter,14,16,Low
July,Bank,14,16,Low
July,Admission Cell,14,16,High
July,Library,15,16,Low
July,Cafeteria,15,16,Low
July,Lab,15,16,High
July,Fee Counter,15,16,Low
July,Bank,15,16,Low
July,Admission Cell,15,16,High
July,Library,16,16,Low
July,Cafeteria,16,16,Low
July,Lab,16,16,High
July,Fee Counter,16,16,Low
July,Bank,16,16,Low
July,Admission Cell,16,16,High
July,Library,17,16,Low
July,Cafeteria,17,16,Low
July,Lab,17,16,High
July,Fee Counter,17,16,Low
July,Bank,17,16,Low
July,Admission Cell,17,16,Low
July,Library,9,17,Low
July,Cafeteria,9,17,Low
July,Lab,9,17,High
July,Fee Counter,9,17,Low
July,Bank,9,17,Low
July,Admission Cell,9,17,Low
July,Library,10,17,Low
July,Cafeteria,10,17,Low
July,Lab,10,17,High
July,Fee Counter,10,17,Low
July,Bank,10,17,Low
July,Admission Cell,10,17,High
July,Library,11,17,Medium
July,Cafeteria,11,17,Low
July,Lab,11,17,High
July,Fee Counter,11,17,Low
July,Bank,11,17,Low
July,Admission Cell,11,17,High
July,Library,12,17,Medium
July,Cafeteria,12,17,Low
July,Lab,12,17,High
July,Fee Counter,12,17,Low
July,Bank,12,17,Low
July,Admission Cell,12,17,High
July,Library,13,17,Low
July,Cafeteria,13,17,Low
July,Lab,13,17,High
July,Fee Counter,13,17,Low
July,Bank,13,17,Low
July,Admission Cell,13,17,High
July,Library,14,17,Low
July,Cafeteria,14,17,Low
July,Lab,14,17,High
July,Fee Counter,14,17,Low
July,Bank,14,17,Low
July,Admission Cell,14,17,High
July,Library,15,17,Low
July,Cafeteria,15,17,Low
July,Lab,15,17,High
July,Fee Counter,15,17,Low
July,Bank,15,17,Low
July,Admission Cell,15,17,High
July,Library,16,17,Low
July,Cafeteria,16,17,Low
July,Lab,16,17,High
July,Fee Counter,16,17,Low
July,Bank,16,17,Low
July,Admission Cell,16,17,High
July,Library,17,17,Low
July,Cafeteria,17,17,Low
July,Lab,17,17,High
July,Fee Counter,17,17,Low
July,Bank,17,17,Low
July,Admission Cell,17,17,Low
July,Library,9,18,Low
July,Cafeteria,9,18,Low
July,Lab,9,18,High
July,Fee Counter,9,18,Low
July,Bank,9,18,Low
July,Admission Cell,9,18,Low
July,Library,10,18,Low
July,Cafeteria,10,18,Low
July,Lab,10,18,High
July,Fee Counter,10,18,Low
July,Bank,10,18,Low
July,Admission Cell,10,18,High
July,Library,11,18,Medium
July,Cafeteria,11,18,Low
July,Lab,11,18,High
July,Fee Counter,11,18,Low
July,Bank,11,18,Low
July,Admission Cell,11,18,High
July,Library,12,18,Medium
July,Cafeteria,12,18,Low
July,Lab,12,18,High
July,Fee Counter,12,18,Low
July,Bank,12,18,Low
July,Admission Cell,12,18,High
July,Library,13,18,Low
July,Cafeteria,13,18,Low
July,Lab,13,18,High
July,Fee Counter,13,18,Low
July,Bank,13,18,Low
July,Admission Cell,13,18,High
July,Library,14,18,Low
July,Cafeteria,14,18,Low
July,Lab,14,18,High
July,Fee Counter,14,18,Low
July,Bank,14,18,Low
July,Admission Cell,14,18,High
July,Library,15,18,Low
July,Cafeteria,15,18,Low
July,Lab,15,18,High
July,Fee Counter,15,18,Low
July,Bank,15,18,Low
July,Admission Cell,15,18,High
July,Library,16,18,Low
July,Cafeteria,16,18,Low
July,Lab,16,18,High
July,Fee Counter,16,18,Low
July,Bank,16,18,Low
July,Admission Cell,16,18,High
July,Library,17,18,Low
July,Cafeteria,17,18,Low
July,Lab,17,18,High
July,Fee Counter,17,18,Low
July,Bank,17,18,Low
July,Admission Cell,17,18,Low
July,Library,9,19,Low
July,Cafeteria,9,19,Low
July,Lab,9,19,High
July,Fee Counter,9,19,Low
July,Bank,9,19,Low
July,Admission Cell,9,19,Low
July,Library,10,19,Low
July,Cafeteria,10,19,Low
July,Lab,10,19,High
July,Fee Counter,10,19,Low
July,Bank,10,19,Low
July,Admission Cell,10,19,High
July,Library,11,19,Medium
July,Cafeteria,11,19,Low
July,Lab,11,19,High
July,Fee Counter,11,19,Low
July,Bank,11,19,Low
July,Admission Cell,11,19,High
July,Library,12,19,Medium
July,Cafeteria,12,19,Low
July,Lab,12,19,High
July,Fee Counter,12,19,Low
July,Bank,12,19,Low
July,Admission Cell,12,19,High
July,Library,13,19,Low
July,Cafeteria,13,19,Low
July,Lab,13,19,High
July,Fee Counter,13,19,Low
July,Bank,13,19,Low
July,Admission Cell,13,19,High
July,Library,14,19,Low
July,Cafeteria,14,19,Low
July,Lab,14,19,High
July,Fee Counter,14,19,Low
July,Bank,14,19,Low
July,Admission Cell,14,19,High
July,Library,15,19,Low
July,Cafeteria,15,19,Low
July,Lab,15,19,High
July,Fee Counter,15,19,Low
July,Bank,15,19,Low
July,Admission Cell,15,19,High
July,Library,16,19,Low
July,Cafeteria,16,19,Low
July,Lab,16,19,High
July,Fee Counter,16,19,Low
July,Bank,16,19,Low
July,Admission Cell,16,19,High
July,Library,17,19,Low
July,Cafeteria,17,19,Low
July,Lab,17,19,High
July,Fee Counter,17,19,Low
July,Bank,17,19,Low
July,Admission Cell,17,19,Low
July,Library,9,20,Low
July,Cafeteria,9,20,Low
July,Lab,9,20,High
July,Fee Counter,9,20,Low
July,Bank,9,20,Low
July,Admission Cell,9,20,Low
July,Library,10,20,Low
July,Cafeteria,10,20,Low
July,Lab,10,20,High
July,Fee Counter,10,20,Low
July,Bank,10,20,Low
July,Admission Cell,10,20,High
July,Library,11,20,Medium
July,Cafeteria,11,20,Low
July,Lab,11,20,High
July,Fee Counter,11,20,Low
July,Bank,11,20,Low
July,Admission Cell,11,20,High
July,Library,12,20,Medium
July,Cafeteria,12,20,Low
July,Lab,12,20,High
July,Fee Counter,12,20,Low
July,Bank,12,20,Low
July,Admission Cell,12,20,High
July,Library,13,20,Low
July,Cafeteria,13,20,Low
July,Lab,13,20,High
July,Fee Counter,13,20,Low
July,Bank,13,20,Low
July,Admission Cell,13,20,High
July,Library,14,20,Low
July,Cafeteria,14,20,Low
July,Lab,14,20,High
July,Fee Counter,14,20,Low
July,Bank,14,20,Low
July,Admission Cell,14,20,High
July,Library,15,20,Low
July,Cafeteria,15,20,Low
July,Lab,15,20,High
July,Fee Counter,15,20,Low
July,Bank,15,20,Low
July,Admission Cell,15,20,High
July,Library,16,20,Low
July,Cafeteria,16,20,Low
July,Lab,16,20,High
July,Fee Counter,16,20,Low
July,Bank,16,20,Low
July,Admission Cell,16,20,High
July,Library,17,20,Low
July,Cafeteria,17,20,Low
July,Lab,17,20,High
July,Fee Counter,17,20,Low
July,Bank,17,20,Low
July,Admission Cell,17,20,Low
July,Library,9,21,Low
July,Cafeteria,9,21,Low
July,Lab,9,21,High
July,Fee Counter,9,21,Low
July,Bank,9,21,Low
July,Admission Cell,9,21,Low
July,Library,10,21,Low
July,Cafeteria,10,21,Low
July,Lab,10,21,High
July,Fee Counter,10,21,Low
July,Bank,10,21,Low
July,Admission Cell,10,21,High
July,Library,11,21,Medium
July,Cafeteria,11,21,Low
July,Lab,11,21,High
July,Fee Counter,11,21,Low
July,Bank,11,21,Low
July,Admission Cell,11,21,High
July,Library,12,21,Medium
July,Cafeteria,12,21,Low
July,Lab,12,21,High
July,Fee Counter,12,21,Low
July,Bank,12,21,Low
July,Admission Cell,12,21,High
July,Library,13,21,Low
July,Cafeteria,13,21,Low
July,Lab,13,21,High
July,Fee Counter,13,21,Low
July,Bank,13,21,Low
July,Admission Cell,13,21,High
July,Library,14,21,Low
July,Cafeteria,14,21,Low
July,Lab,14,21,High
July,Fee Counter,14,21,Low
July,Bank,14,21,Low
July,Admission Cell,14,21,High
July,Library,15,21,Low
July,Cafeteria,15,21,Low
July,Lab,15,21,High
July,Fee Counter,15,21,Low
July,Bank,15,21,Low
July,Admission Cell,15,21,High
July,Library,16,21,Low
July,Cafeteria,16,21,Low
July,Lab,16,21,High
July,Fee Counter,16,21,Low
July,Bank,16,21,Low
July,Admission Cell,16,21,High
July,Library,17,21,Low
July,Cafeteria,17,21,Low
July,Lab,17,21,High
July,Fee Counter,17,21,Low
July,Bank,17,21,Low
July,Admission Cell,17,21,Low
July,Library,9,22,Low
July,Cafeteria,9,22,Low
July,Lab,9,22,High
July,Fee Counter,9,22,Low
July,Bank,9,22,Low
July,Admission Cell,9,22,Low
July,Library,10,22,Low
July,Cafeteria,10,22,Low
July,Lab,10,22,High
July,Fee Counter,10,22,Low
July,Bank,10,22,Low
July,Admission Cell,10,22,High
July,Library,11,22,Medium
July,Cafeteria,11,22,Low
July,Lab,11,22,High
July,Fee Counter,11,22,Low
July,Bank,11,22,Low
July,Admission Cell,11,22,High
July,Library,12,22,Medium
July,Cafeteria,12,22,Low
July,Lab,12,22,High
July,Fee Counter,12,22,Low
July,Bank,12,22,Low
July,Admission Cell,12,22,High
July,Library,13,22,Low
July,Cafeteria,13,22,Low
July,Lab,13,22,High
July,Fee Counter,13,22,Low
July,Bank,13,22,Low
July,Admission Cell,13,22,High
July,Library,14,22,Low
July,Cafeteria,14,22,Low
July,Lab,14,22,High
July,Fee Counter,14,22,Low
July,Bank,14,22,Low
July,Admission Cell,14,22,High
July,Library,15,22,Low
July,Cafeteria,15,22,Low
July,Lab,15,22,High
July,Fee Counter,15,22,Low
July,Bank,15,22,Low
July,Admission Cell,15,22,High
July,Library,16,22,Low
July,Cafeteria,16,22,Low
July,Lab,16,22,High
July,Fee Counter,16,22,Low
July,Bank,16,22,Low
July,Admission Cell,16,22,High
July,Library,17,22,Low
July,Cafeteria,17,22,Low
July,Lab,17,22,High
July,Fee Counter,17,22,Low
July,Bank,17,22,Low
July,Admission Cell,17,22,Low
July,Library,9,23,Low
July,Cafeteria,9,23,Low
July,Lab,9,23,High
July,Fee Counter,9,23,Low
July,Bank,9,23,Low
July,Admission Cell,9,23,Low
July,Library,10,23,Low
July,Cafeteria,10,23,Low
July,Lab,10,23,High
July,Fee Counter,10,23,Low
July,Bank,10,23,Low
July,Admission Cell,10,23,High
July,Library,11,23,Medium
July,Cafeteria,11,23,Low
July,Lab,11,23,High
July,Fee Counter,11,23,Low
July,Bank,11,23,Low
July,Admission Cell,11,23,High
July,Library,12,23,Medium
July,Cafeteria,12,23,Low
July,Lab,12,23,High
July,Fee Counter,12,23,Low
July,Bank,12,23,Low
July,Admission Cell,12,23,High
July,Library,13,23,Low
July,Cafeteria,13,23,Low
July,Lab,13,23,High
July,Fee Counter,13,23,Low
July,Bank,13,23,Low
July,Admission Cell,13,23,High
July,Library,14,23,Low
July,Cafeteria,14,23,Low
July,Lab,14,23,High
July,Fee Counter,14,23,Low
July,Bank,14,23,Low
July,Admission Cell,14,23,High
July,Library,15,23,Low
July,Cafeteria,15,23,Low
July,Lab,15,23,High
July,Fee Counter,15,23,Low
July,Bank,15,23,Low
July,Admission Cell,15,23,High
July,Library,16,23,Low
July,Cafeteria,16,23,Low
July,Lab,16,23,High
July,Fee Counter,16,23,Low
July,Bank,16,23,Low
July,Admission Cell,16,23,High
July,Library,17,23,Low
July,Cafeteria,17,23,Low
July,Lab,17,23,High
July,Fee Counter,17,23,Low
July,Bank,17,23,Low
July,Admission Cell,17,23,Low
July,Library,9,24,Low
July,Cafeteria,9,24,Low
July,Lab,9,24,High
July,Fee Counter,9,24,Low
July,Bank,9,24,Low
July,Admission Cell,9,24,Low
July,Library,10,24,Low
July,Cafeteria,10,24,Low
July,Lab,10,24,High
July,Fee Counter,10,24,Low
July,Bank,10,24,Low
July,Admission Cell,10,24,High
July,Library,11,24,Medium
July,Cafeteria,11,24,Low
July,Lab,11,24,High
July,Fee Counter,11,24,Low
July,Bank,11,24,Low
July,Admission Cell,11,24,High
July,Library,12,24,Medium
July,Cafeteria,12,24,Low
July,Lab,12,24,High
July,Fee Counter,12,24,Low
July,Bank,12,24,Low
July,Admission Cell,12,24,High
July,Library,13,24,Low
July,Cafeteria,13,24,Low
July,Lab,13,24,High
July,Fee Counter,13,24,Low
July,Bank,13,24,Low
July,Admission Cell,13,24,High
July,Library,14,24,Low
July,Cafeteria,14,24,Low
July,Lab,14,24,High
July,Fee Counter,14,24,Low
July,Bank,14,24,Low
July,Admission Cell,14,24,High
July,Library,15,24,Low
July,Cafeteria,15,24,Low
July,Lab,15,24,High
July,Fee Counter,15,24,Low
July,Bank,15,24,Low
July,Admission Cell,15,24,High
July,Library,16,24,Low
July,Cafeteria,16,24,Low
July,Lab,16,24,High
July,Fee Counter,16,24,Low
July,Bank,16,24,Low
July,Admission Cell,16,24,High
July,Library,17,24,Low
July,Cafeteria,17,24,Low
July,Lab,17,24,High
July,Fee Counter,17,24,Low
July,Bank,17,24,Low
July,Admission Cell,17,24,Low
July,Library,9,25,Low
July,Cafeteria,9,25,Low
July,Lab,9,25,High
July,Fee Counter,9,25,Low
July,Bank,9,25,Low
July,Admission Cell,9,25,Low
July,Library,10,25,Low
July,Cafeteria,10,25,Low
July,Lab,10,25,High
July,Fee Counter,10,25,Low
July,Bank,10,25,Low
July,Admission Cell,10,25,High
July,Library,11,25,Medium
July,Cafeteria,11,25,Low
July,Lab,11,25,High
July,Fee Counter,11,25,Low
July,Bank,11,25,Low
July,Admission Cell,11,25,High
July,Library,12,25,Medium
July,Cafeteria,12,25,Low
July,Lab,12,25,High
July,Fee Counter,12,25,Low
July,Bank,12,25,Low
July,Admission Cell,12,25,High
July,Library,13,25,Low
July,Cafeteria,13,25,Low
July,Lab,13,25,High
July,Fee Counter,13,25,Low
July,Bank,13,25,Low
July,Admission Cell,13,25,High
July,Library,14,25,Low
July,Cafeteria,14,25,Low
July,Lab,14,25,High
July,Fee Counter,14,25,Low
July,Bank,14,25,Low
July,Admission Cell,14,25,High
July,Library,15,25,Low
July,Cafeteria,15,25,Low
July,Lab,15,25,High
July,Fee Counter,15,25,Low
July,Bank,15,25,Low
July,Admission Cell,15,25,High
July,Library,16,25,Low
July,Cafeteria,16,25,Low
July,Lab,16,25,High
July,Fee Counter,16,25,Low
July,Bank,16,25,Low
July,Admission Cell,16,25,High
July,Library,17,25,Low
July,Cafeteria,17,25,Low
July,Lab,17,25,High
July,Fee Counter,17,25,Low
July,Bank,17,25,Low
July,Admission Cell,17,25,Low
July,Library,9,26,Low
July,Cafeteria,9,26,Low
July,Lab,9,26,High
July,Fee Counter,9,26,Low
July,Bank,9,26,Low
July,Admission Cell,9,26,Low
July,Library,10,26,Low
July,Cafeteria,10,26,Low
July,Lab,10,26,High
July,Fee Counter,10,26,Low
July,Bank,10,26,Low
July,Admission Cell,10,26,High
July,Library,11,26,Medium
July,Cafeteria,11,26,Low
July,Lab,11,26,High
July,Fee Counter,11,26,Low
July,Bank,11,26,Low
July,Admission Cell,11,26,High
July,Library,12,26,Medium
July,Cafeteria,12,26,Low
July,Lab,12,26,High
July,Fee Counter,12,26,Low
July,Bank,12,26,Low
July,Admission Cell,12,26,High
July,Library,13,26,Low
July,Cafeteria,13,26,Low
July,Lab,13,26,High
July,Fee Counter,13,26,Low
July,Bank,13,26,Low
July,Admission Cell,13,26,High
July,Library,14,26,Low
July,Cafeteria,14,26,Low
July,Lab,14,26,High
July,Fee Counter,14,26,Low
July,Bank,14,26,Low
July,Admission Cell,14,26,High
July,Library,15,26,Low
July,Cafeteria,15,26,Low
July,Lab,15,26,High
July,Fee Counter,15,26,Low
July,Bank,15,26,Low
July,Admission Cell,15,26,High
July,Library,16,26,Low
July,Cafeteria,16,26,Low
July,Lab,16,26,High
July,Fee Counter,16,26,Low
July,Bank,16,26,Low
July,Admission Cell,16,26,High
July,Library,17,26,Low
July,Cafeteria,17,26,Low
July,Lab,17,26,High
July,Fee Counter,17,26,Low
July,Bank,17,26,Low
July,Admission Cell,17,26,Low
July,Library,9,27,Low
July,Cafeteria,9,27,Low
July,Lab,9,27,High
July,Fee Counter,9,27,Low
July,Bank,9,27,Low
July,Admission Cell,9,27,Low
July,Library,10,27,Low
July,Cafeteria,10,27,Low
July,Lab,10,27,High
July,Fee Counter,10,27,Low
July,Bank,10,27,Low
July,Admission Cell,10,27,High
July,Library,11,27,Medium
July,Cafeteria,11,27,Low
July,Lab,11,27,High
July,Fee Counter,11,27,Low
July,Bank,11,27,Low
July,Admission Cell,11,27,High
July,Library,12,27,Medium
July,Cafeteria,12,27,Low
July,Lab,12,27,High
July,Fee Counter,12,27,Low
July,Bank,12,27,Low
July,Admission Cell,12,27,High
July,Library,13,27,Low
July,Cafeteria,13,27,Low
July,Lab,13,27,High
July,Fee Counter,13,27,Low
July,Bank,13,27,Low
July,Admission Cell,13,27,High
July,Library,14,27,Low
July,Cafeteria,14,27,Low
July,Lab,14,27,High
July,Fee Counter,14,27,Low
July,Bank,14,27,Low
July,Admission Cell,14,27,High
July,Library,15,27,Low
July,Cafeteria,15,27,Low
July,Lab,15,27,High
